,id,session_labels,title,label,description,live_status,legacy_alias,user_id,created_date,date,updated_date,video_id,video_url,category_id,category_label,doc_id,doc_url,categories,documents
182,21124,"[1, 7, 13, 19]","December 7, 2017 Special Meeting","December 7, 2017 Special Meeting",,0,,250.0,2017-12-06,2017-12-07,2017-12-06,JEPLE5jz6Y0,https://www.youtube.com/watch?v=JEPLE5jz6Y0,117.0,Frazier Park PUD Board of Directors Meetings,4815.0,https://ompnetwork.s3-us-west-2.amazonaws.com/sites/250/documents/2017_12_07_special_meeting_agenda.pdf?jpFLhbJeReQLhK1CpTEV._3fwh4JfAoL,"[{u'livestream': u'1', u'position': u'0', u'user_id': u'250', u'id': u'117', u'label': u'Frazier Park PUD Board of Directors Meetings'}]","[{u'user_id': u'250', u'type_id': u'1', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/250/documents/2017_12_07_special_meeting_agenda.pdf?jpFLhbJeReQLhK1CpTEV._3fwh4JfAoL', u'storage': u'attachment', u'session_id': u'21124', u'label': None, u'file_id': u'4170', u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'December 7, 2017 Special Meeting', u'type': u'Agenda', u'id': u'4815', u'agenda_provider_id': None}]"
183,3158,[16],"Toxics Board Meeting: January 15, 2015","Toxics Board Meeting: January 15, 2015",,0,,134.0,2017-07-07,2015-01-15,2017-07-20,1uJe_PDrY70,https://youtu.be/1uJe_PDrY70,46.0,Toxics Board,1781.0,https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/archive.aspxadid3502?Xy74vjmfQ_73XknKSfVZ8A9arhJ1r3CE,"[{u'livestream': u'0', u'position': u'0', u'user_id': u'134', u'id': u'46', u'label': u'Toxics Board'}]","[{u'user_id': u'134', u'type_id': u'1', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/archive.aspxadid3502?Xy74vjmfQ_73XknKSfVZ8A9arhJ1r3CE', u'storage': u'attachment', u'session_id': u'3158', u'label': None, u'file_id': u'1919', u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'Toxics Board Meeting: January 15, 2015', u'type': u'Agenda', u'id': u'1781', u'agenda_provider_id': None}]"
184,721,"[3, 5, 18]",Planning Commission Public Hearing 02-05-2013,Planning Commission Public Hearing 02-05-2013,,0,shows/planning-commission-public-hearing-02-05-2013,134.0,2013-02-05,2013-02-05,2017-03-20,A-C583BErbY,https://www.youtube.com/watch?v=A-C583BErbY,22.0,Planning Commission,950.0,https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/agenda_packet_169_0.pdf,"[{u'livestream': u'1', u'position': u'-9', u'user_id': u'134', u'id': u'22', u'label': u'Planning Commission'}]","[{u'user_id': u'134', u'type_id': u'1', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/agenda_packet_169_0.pdf', u'storage': u'attachment', u'session_id': u'721', u'label': None, u'file_id': u'1021', u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'Planning Commission Public Hearing 02-05-2013', u'type': u'Agenda', u'id': u'950', u'agenda_provider_id': None}]"
185,8464,"[5, 18]",Planning Commission Special Session  - 09/22/11,Planning Commission Special Session  - 09/22/11,,0,,199.0,2011-09-22,2011-09-22,2017-08-01,mVhnzkX31Es,https://www.youtube.com/watch?v=mVhnzkX31Es,70.0,Planning,2742.0,https://ompnetwork.s3-us-west-2.amazonaws.com/sites/199/granicus_files/745_calendar_1316671200.html,"[{u'livestream': u'1', u'position': u'0', u'user_id': u'199', u'id': u'70', u'label': u'Planning'}]","[{u'user_id': u'199', u'type_id': u'3', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/199/granicus_files/745_calendar_1316671200.html', u'storage': u'external', u'session_id': u'8464', u'label': None, u'file_id': None, u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'Planning Commission Special Session  - 09/22/11', u'type': u'Calendar', u'id': u'2742', u'agenda_provider_id': None}]"
186,481,"[3, 14]",City Council Work Session 01-30-2013,City Council Work Session 01-30-2013,,0,shows/city-council-work-session-01-30-2013,134.0,2013-01-30,2013-01-30,2017-03-20,QGjNJXqk274,https://www.youtube.com/watch?v=QGjNJXqk274,20.0,City Council,584.0,https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/agenda_37.pdf,"[{u'livestream': u'1', u'position': u'-10', u'user_id': u'134', u'id': u'20', u'label': u'City Council'}]","[{u'user_id': u'134', u'type_id': u'1', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/agenda_37.pdf', u'storage': u'attachment', u'session_id': u'481', u'label': None, u'file_id': u'654', u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'City Council Work Session 01-30-2013', u'type': u'Agenda', u'id': u'584', u'agenda_provider_id': None}, {u'user_id': u'134', u'type_id': u'4', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/minutes_37_0.pdf', u'storage': u'attachment', u'session_id': u'481', u'label': None, u'file_id': u'655', u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'City Council Work Session 01-30-2013', u'type': u'Minutes', u'id': u'585', u'agenda_provider_id': None}]"
187,245,"[0, 2, 7, 8, 12, 13, 16]",City Council Public Hearing 11-16-2015,City Council Public Hearing 11-16-2015,,0,shows/city-council-public-hearing-11-16-2015,134.0,2015-11-16,2015-11-16,2017-03-20,CMCCtSlNHEE,https://www.youtube.com/watch?v=CMCCtSlNHEE,20.0,City Council,,,"[{u'livestream': u'1', u'position': u'-10', u'user_id': u'134', u'id': u'20', u'label': u'City Council'}]",
188,315,"[6, 12, 13, 18]",City Council Work Session 11-19-2014,City Council Work Session 11-19-2014,,0,shows/city-council-work-session-11-19-2014,134.0,2014-11-19,2014-11-19,2017-03-20,Y755ot9sDoM,https://www.youtube.com/watch?v=Y755ot9sDoM,20.0,City Council,273.0,https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/agenda_packet_151.pdf,"[{u'livestream': u'1', u'position': u'-10', u'user_id': u'134', u'id': u'20', u'label': u'City Council'}]","[{u'user_id': u'134', u'type_id': u'1', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/agenda_packet_151.pdf', u'storage': u'attachment', u'session_id': u'315', u'label': None, u'file_id': u'343', u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'City Council Work Session 11-19-2014', u'type': u'Agenda', u'id': u'273', u'agenda_provider_id': None}, {u'user_id': u'134', u'type_id': u'4', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/minutes_91.pdf', u'storage': u'attachment', u'session_id': u'315', u'label': None, u'file_id': u'344', u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'City Council Work Session 11-19-2014', u'type': u'Minutes', u'id': u'274', u'agenda_provider_id': None}]"
189,812,"[3, 6, 7, 13]",Planning Commission Public Hearing 08-31-2011,Planning Commission Public Hearing 08-31-2011,,0,shows/planning-commission-public-hearing-08-31-2011,134.0,2011-08-31,2011-08-31,2017-03-20,eyn0zp4YwfI,https://www.youtube.com/watch?v=eyn0zp4YwfI,22.0,Planning Commission,1080.0,https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/agenda_35_0.pdf,"[{u'livestream': u'1', u'position': u'-9', u'user_id': u'134', u'id': u'22', u'label': u'Planning Commission'}]","[{u'user_id': u'134', u'type_id': u'1', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/agenda_35_0.pdf', u'storage': u'attachment', u'session_id': u'812', u'label': None, u'file_id': u'1151', u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'Planning Commission Public Hearing 08-31-2011', u'type': u'Agenda', u'id': u'1080', u'agenda_provider_id': None}]"
190,1063,"[4, 7, 8, 11, 13, 18]","Eugene City Council Work Session: December 7, 2016","Eugene City Council Work Session: December 7, 2016",,0,shows/eugene-city-council-work-session-december-7-2016,134.0,2016-12-07,2016-12-07,2017-03-20,KYRJAh7y5E8,https://www.youtube.com/watch?v=KYRJAh7y5E8,20.0,City Council,1328.0,https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/cc_agenda_12-07-16_web.pdf,"[{u'livestream': u'1', u'position': u'-10', u'user_id': u'134', u'id': u'20', u'label': u'City Council'}]","[{u'user_id': u'134', u'type_id': u'1', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/cc_agenda_12-07-16_web.pdf', u'storage': u'attachment', u'session_id': u'1063', u'label': None, u'file_id': u'1399', u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'Eugene City Council Work Session: December 7, 2016', u'type': u'Agenda', u'id': u'1328', u'agenda_provider_id': None}, {u'user_id': u'134', u'type_id': u'4', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/161207.ws_.sire_.pdf', u'storage': u'attachment', u'session_id': u'1063', u'label': None, u'file_id': u'1400', u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'Eugene City Council Work Session: December 7, 2016', u'type': u'Minutes', u'id': u'1329', u'agenda_provider_id': None}]"
191,792,"[3, 7]",Planning Commission Public Hearing 11-15-2011,Planning Commission Public Hearing 11-15-2011,,0,shows/planning-commission-public-hearing-11-15-2011,134.0,2011-11-15,2011-11-15,2017-03-20,zK5f2CfNJ8E,https://www.youtube.com/watch?v=zK5f2CfNJ8E,22.0,Planning Commission,1052.0,https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/agenda_19_0.pdf,"[{u'livestream': u'1', u'position': u'-9', u'user_id': u'134', u'id': u'22', u'label': u'Planning Commission'}]","[{u'user_id': u'134', u'type_id': u'1', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/agenda_19_0.pdf', u'storage': u'attachment', u'session_id': u'792', u'label': None, u'file_id': u'1123', u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'Planning Commission Public Hearing 11-15-2011', u'type': u'Agenda', u'id': u'1052', u'agenda_provider_id': None}]"
192,884,"[3, 18, 19]",City Council Public Hearing 04-19-2010,City Council Public Hearing 04-19-2010,,0,shows/city-council-public-hearing-04-19-2010,134.0,2010-04-19,2010-04-19,2017-03-20,IiIJ4g7ByPM,https://www.youtube.com/watch?v=IiIJ4g7ByPM,20.0,City Council,1214.0,https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/agenda_243.pdf,"[{u'livestream': u'1', u'position': u'-10', u'user_id': u'134', u'id': u'20', u'label': u'City Council'}]","[{u'user_id': u'134', u'type_id': u'1', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/agenda_243.pdf', u'storage': u'attachment', u'session_id': u'884', u'label': None, u'file_id': u'1285', u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'City Council Public Hearing 04-19-2010', u'type': u'Agenda', u'id': u'1214', u'agenda_provider_id': None}, {u'user_id': u'134', u'type_id': u'4', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/minutes_301.pdf', u'storage': u'attachment', u'session_id': u'884', u'label': None, u'file_id': u'1286', u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'City Council Public Hearing 04-19-2010', u'type': u'Minutes', u'id': u'1215', u'agenda_provider_id': None}]"
193,6658,"[4, 11, 12, 13, 19]",City Council  - Special Meeting  - 07/12/11,City Council  - Special Meeting  - 07/12/11,,0,,199.0,2011-07-12,2011-07-12,2017-08-01,XKMzgIM9-_c,https://www.youtube.com/watch?v=XKMzgIM9-_c,69.0,Council,2332.0,https://ompnetwork.s3-us-west-2.amazonaws.com/sites/199/documents/cc_agenda_07-12-2011.pdf?ds3sWH9hyD29lUbikoIBPNOG2cqwzi2L,"[{u'livestream': u'1', u'position': u'0', u'user_id': u'199', u'id': u'69', u'label': u'Council'}]","[{u'user_id': u'199', u'type_id': u'1', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/199/documents/cc_agenda_07-12-2011.pdf?ds3sWH9hyD29lUbikoIBPNOG2cqwzi2L', u'storage': u'attachment', u'session_id': u'6658', u'label': None, u'file_id': u'2369', u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'City Council  - Special Meeting  - 07/12/11', u'type': u'Agenda', u'id': u'2332', u'agenda_provider_id': None}, {u'user_id': u'199', u'type_id': u'3', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/199/granicus_files/702_calendar_1310450400.html', u'storage': u'external', u'session_id': u'6658', u'label': None, u'file_id': None, u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'City Council  - Special Meeting  - 07/12/11', u'type': u'Calendar', u'id': u'2333', u'agenda_provider_id': None}, {u'user_id': u'199', u'type_id': u'2', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/199/documents/cc_minutes_07-12-2011.pdf?idMM8Zn6Loy6.vl3VWCpCqsRXGAheEiY', u'storage': u'attachment', u'session_id': u'6658', u'label': None, u'file_id': u'2370', u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'City Council  - Special Meeting  - 07/12/11', u'type': u'Journal', u'id': u'2334', u'agenda_provider_id': None}, {u'user_id': u'199', u'type_id': u'5', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/199/documents/cc_packet_07-12-2011.pdf?JLDWKisHX6Nx.1JT.nRNwZdjWr1LpXIr', u'storage': u'attachment', u'session_id': u'6658', u'label': None, u'file_id': u'2371', u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'City Council  - Special Meeting  - 07/12/11', u'type': u'Packet', u'id': u'2335', u'agenda_provider_id': None}]"
194,213,"[4, 11, 17, 19]",City Council Work Session 04-27-2016,City Council Work Session 04-27-2016,,0,shows/city-council-work-session-04-27-2016,134.0,2016-04-27,2016-04-27,2017-03-20,Fx3q2HCsoiw,https://www.youtube.com/watch?v=Fx3q2HCsoiw,20.0,City Council,83.0,https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/agenda_packet_14.pdf,"[{u'livestream': u'1', u'position': u'-10', u'user_id': u'134', u'id': u'20', u'label': u'City Council'}]","[{u'user_id': u'134', u'type_id': u'1', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/agenda_packet_14.pdf', u'storage': u'attachment', u'session_id': u'213', u'label': None, u'file_id': u'153', u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'City Council Work Session 04-27-2016', u'type': u'Agenda', u'id': u'83', u'agenda_provider_id': None}, {u'user_id': u'134', u'type_id': u'4', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/minutes_12.pdf', u'storage': u'attachment', u'session_id': u'213', u'label': None, u'file_id': u'154', u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'City Council Work Session 04-27-2016', u'type': u'Minutes', u'id': u'84', u'agenda_provider_id': None}]"
195,3834,"[12, 13, 15, 18]","Eugene Police Commission Meeting July 13, 2017","Eugene Police Commission Meeting July 13, 2017",,0,,134.0,2017-07-14,2017-07-13,2017-07-18,XLOWCjFMyv8,https://youtu.be/XLOWCjFMyv8,45.0,Police Commission,1734.0,https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/eugene_police_commission_agenda_packet_july_13_2017.pdf?OQECkScnQddAo9P0NRbOAaH9UX1e3_A7,"[{u'livestream': u'0', u'position': u'0', u'user_id': u'134', u'id': u'45', u'label': u'Police Commission'}]","[{u'user_id': u'134', u'type_id': u'1', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/eugene_police_commission_agenda_packet_july_13_2017.pdf?OQECkScnQddAo9P0NRbOAaH9UX1e3_A7', u'storage': u'attachment', u'session_id': u'3834', u'label': None, u'file_id': u'1888', u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'Eugene Police Commission Meeting July 13, 2017', u'type': u'Agenda', u'id': u'1734', u'agenda_provider_id': None}]"
196,3854,"[0, 12, 13, 16]","Eugene Police Commission Meeting Feburary 13, 2014","Eugene Police Commission Meeting Feburary 13, 2014",,0,,134.0,2017-07-15,2014-02-13,2017-07-17,WTi-L2Hvm8M,https://youtu.be/WTi-L2Hvm8M,45.0,Police Commission,1682.0,https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/2014_02_13_meeting_rn2946_0.pdf,"[{u'livestream': u'0', u'position': u'0', u'user_id': u'134', u'id': u'45', u'label': u'Police Commission'}]","[{u'user_id': u'134', u'type_id': u'1', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/2014_02_13_meeting_rn2946_0.pdf', u'storage': u'attachment', u'session_id': u'3854', u'label': None, u'file_id': u'1841', u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'Eugene Police Commission Meeting Feburary 13, 2014', u'type': u'Agenda', u'id': u'1682', u'agenda_provider_id': None}]"
197,254,"[9, 10, 15, 19]",City Council Work Session 10-12-2015,City Council Work Session 10-12-2015,,0,shows/city-council-work-session-10-12-2015,134.0,2015-10-12,2015-10-12,2017-03-20,cTbcqTvQfEA,https://www.youtube.com/watch?v=cTbcqTvQfEA,20.0,City Council,159.0,https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/agenda_packet_54.pdf,"[{u'livestream': u'1', u'position': u'-10', u'user_id': u'134', u'id': u'20', u'label': u'City Council'}]","[{u'user_id': u'134', u'type_id': u'1', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/agenda_packet_54.pdf', u'storage': u'attachment', u'session_id': u'254', u'label': None, u'file_id': u'229', u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'City Council Work Session 10-12-2015', u'type': u'Agenda', u'id': u'159', u'agenda_provider_id': None}, {u'user_id': u'134', u'type_id': u'4', u'url': u'https://ompnetwork.s3-us-west-2.amazonaws.com/sites/134/documents/minutes_38.pdf', u'storage': u'attachment', u'session_id': u'254', u'label': None, u'file_id': u'230', u'provider': u'generic', u'agenda_provider_agenda_id': None, u'session_title': u'City Council Work Session 10-12-2015', u'type': u'Minutes', u'id': u'160', u'agenda_provider_id': None}]"
